name_muni;abbrev_state;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
São José do Peixe;PI;117;116;167;189;274;383;674;682;840;815;806;768;956;1433;1571;1646;1643
São José do Piauí;PI;275;301;418;535;655;780;1270;1256;1434;1643;1593;1956;1907;2537;2664;2912;3371
São Julião;PI;348;372;433;657;760;823;1510;1148;1383;1335;1299;1620;1578;2126;2432;2561;2919
São Lourenço do Piauí;PI;110;115;138;199;226;319;545;468;593;644;765;850;902;1063;1275;1037;1112
São Luis do Piauí;PI;66;71;98;103;178;188;227;244;290;325;308;298;283;430;461;469;638
São Miguel da Baixa Grande;PI;60;54;93;97;300;234;244;244;458;424;385;441;450;573;743;663;834
São Miguel do Fidalgo;PI;92;92;108;136;176;247;345;372;471;465;465;595;986;1229;849;782;832
São Miguel do Tapuio;PI;621;652;1031;1083;919;1471;2197;1809;2486;2549;3219;3236;3365;3729;4693;5356;5670
São Pedro do Piauí;PI;632;713;1024;1097;1651;2118;2702;2732;3044;2686;3864;4524;4241;5227;5434;5084;5799
São Raimundo Nonato;PI;5617;7680;6952;9169;11347;12020;11723;15102;16727;19283;22778;25926;30298;36287;39201;39050;46440
Sebastião Barros;PI;84;81;104;118;193;338;505;620;859;697;939;1230;767;975;1151;1102;1368
Sebastião Leal;PI;90;162;235;174;340;3014;2948;3603;7673;4590;9043;7248;7153;4865;4145;8173;8662
Sigefredo Pacheco;PI;236;234;383;411;612;732;1012;990;1321;1255;1571;1466;1561;1940;2206;2386;2663
Simões;PI;754;718;956;1115;1217;1730;2306;2451;3507;4375;4237;3991;5267;10485;11745;51751;7929
Simplício Mendes;PI;944;1022;1638;2039;2177;3065;4886;4229;4897;5365;6206;7750;8306;10764;10850;11137;12040
Socorro do Piauí;PI;137;155;228;194;311;396;503;543;656;677;803;778;735;1068;1091;1132;1538
Sussuapara;PI;250;197;284;282;403;923;1728;1412;2040;1767;2501;2478;2462;2941;3153;2727;3617
Tamboril do Piauí;PI;122;134;160;161;220;304;375;392;427;421;369;413;483;658;677;699;867
Tanque do Piauí;PI;93;105;140;161;305;275;527;963;456;542;497;610;653;724;763;1025;1049
Teresina;PI;591749;670388;688811;814438;947377;1044602;1197751;1376576;1648393;1802527;1982692;2116165;2286453;2350738;2616029;2731715;3232765
União;PI;5873;5172;6044;7315;9192;12599;16028;18604;28793;28651;33203;22061;13636;18226;20038;19372;22969
Uruçuí;PI;7746;17741;23612;21021;22556;27368;43301;60644;69969;59084;114321;112645;136268;149811;134979;168089;233772
Valença do Piauí;PI;2658;2654;4565;4915;6847;6072;7153;8041;8896;9348;11012;12151;13164;15454;17246;17938;21071
Várzea Branca;PI;122;134;125;131;247;246;290;467;557;618;802;1238;876;987;1037;1210;1364
Várzea Grande;PI;224;259;362;353;514;601;588;837;984;982;1181;1036;1031;1383;1641;1472;1813
Vera Mendes;PI;85;94;117;129;233;291;443;492;502;606;768;694;769;866;963;1104;1344
Vila Nova do Piauí;PI;145;154;246;655;826;904;835;1125;1307;1386;1414;1495;1703;1822;1747;1936;2429
Wall Ferraz;PI;106;114;141;162;275;365;545;595;690;715;766;895;766;948;1304;1376;1476
Abaiara;CE;447;547;690;785;909;908;1107;1204;1562;1880;1991;2149;3127;3732;4429;5248;4189
Acarape;CE;2347;2078;1765;1813;2225;2586;2887;3225;5415;6904;8390;9089;8064;8991;9279;9782;7057
Acaraú;CE;5120;6609;7878;8336;8600;9817;12537;11953;22979;25460;28544;25426;32377;34919;36755;43722;37405
Acopiara;CE;4050;4535;5270;6025;6622;6653;7998;8663;13075;14913;18438;20081;21478;25354;26539;26304;21058
Aiuaba;CE;420;618;656;805;906;939;1174;1033;1731;2048;3102;2731;2424;5082;4210;3443;2955
Alcântaras;CE;262;273;366;527;682;617;657;685;991;1069;1249;1610;1270;1498;1771;2204;1511
Altaneira;CE;311;366;443;530;582;599;743;748;967;845;1360;1312;1302;1579;1767;1896;1740
Alto Santo;CE;1747;1551;1670;2035;2063;1985;2666;2847;4626;4170;4418;5324;5733;6133;6721;7897;6434
Amontada;CE;1973;2568;3200;3657;3997;4153;5654;5410;7919;8470;11608;15500;19195;18803;21499;20788;22992
Antonina do Norte;CE;613;744;912;948;1146;1112;1333;1385;1525;1707;1946;2086;2196;2496;2758;3456;2307
Apuiarés;CE;619;716;907;1108;1306;1233;1457;1524;2245;2349;2818;2939;3400;4256;4684;5776;3936
Aquiraz;CE;40431;42884;43149;47189;51973;61115;75452;90111;127465;143382;187562;263963;302108;342082;449895;438092;335624
Aracati;CE;19657;20666;25996;26500;28155;26433;31004;37740;49593;49441;65132;82721;91573;106512;107799;106651;92300
Aracoiaba;CE;1638;1985;2481;2575;3146;3109;3700;3736;4062;4341;5297;5773;6381;8135;8710;10480;8096
Ararendá;CE;356;435;577;653;775;796;937;1084;1225;1354;1776;1602;1696;2489;2273;2691;2001
Araripe;CE;1039;1254;1613;1843;2126;2035;2434;2543;2417;2897;4012;4297;4324;5038;5123;5711;4097
Aratuba;CE;504;605;742;790;899;918;1098;1022;1380;1181;1086;1473;1821;2235;2899;3215;2610
Arneiroz;CE;447;577;632;877;837;708;951;774;1264;1062;1696;1382;1522;1938;1990;2406;1908
Assaré;CE;1201;1448;1716;1980;2137;2342;2953;3223;4636;5064;5592;6152;6695;8000;8227;8588;6727
Aurora;CE;1673;1957;2386;2599;2964;2859;3178;3282;8056;7071;7941;9297;10600;13276;12958;12707;9239
Baixio;CE;232;278;353;453;496;444;503;494;816;1165;1102;1105;1066;1388;1410;1445;1440
Banabuiú;CE;1053;1854;2462;2554;3067;3125;4345;3719;3733;4313;4625;4746;5166;6724;7972;8474;7177
Barbalha;CE;17412;13579;13944;16005;20227;20495;25244;30713;47165;53311;62067;60386;76779;69587;78632;82516;67216
Barreira;CE;1686;1982;2547;2577;3066;2960;3671;3739;3522;4572;7040;4759;5499;6779;7526;8214;6024
Barro;CE;1350;1643;1956;2230;2574;2694;3006;3017;4651;4563;5941;6755;6313;7394;8610;10231;6979
Barroquinha;CE;625;782;1037;1253;1274;1406;1598;1350;1647;1895;2265;2355;2622;3418;3284;3391;2937
Baturité;CE;2989;3519;4522;4619;5459;5286;6046;5619;8476;9853;12141;13973;14545;15676;16589;20291;13903
Beberibe;CE;3360;4907;6232;6524;6497;6601;9088;8493;12653;13179;15922;17929;22346;25694;27499;29988;21597
Bela Cruz;CE;1365;1555;2008;2085;2669;2580;2944;3005;4076;4551;5087;5652;5669;7125;8675;9899;8320
Boa Viagem;CE;3605;4173;5234;5542;6733;7044;8231;8224;11128;11220;6184;15432;16664;18312;20134;22333;15801
Brejo Santo;CE;6929;7820;9192;10028;11307;10785;12508;14182;18924;20946;24930;28108;43016;51597;55515;55528;38194
Camocim;CE;9615;12043;14220;14724;16107;17385;19989;22702;25210;26374;39313;27400;29434;31764;34579;37813;27960
Campos Sales;CE;2817;2873;3893;4100;4638;4562;5274;5453;7201;8259;9466;10143;11056;11065;12041;12732;7880
Canindé;CE;7371;7995;9526;9871;10982;11255;14029;13738;21383;22488;26346;24865;28188;32975;36541;40837;31762
Capistrano;CE;849;1024;1230;1290;1535;1451;1809;1813;2508;2472;3108;3308;3553;4223;4551;5460;4350
Caridade;CE;3637;2115;1764;1527;1675;1741;2152;2312;3057;2762;3751;4008;4366;4438;5213;5204;3602
Cariré;CE;665;845;1140;1420;1516;1392;1782;2936;3922;2879;3154;3278;3592;4320;4854;5508;5311
Caririaçu;CE;1092;1288;1613;1782;1962;2017;2314;2238;3986;4577;5285;4502;5181;6365;6754;7259;6439
Cariús;CE;722;854;1155;1356;1447;1536;1698;1940;2664;2867;1956;3167;3261;4179;4760;5744;3909
Carnaubal;CE;775;933;1210;1312;1539;1417;1648;1680;2427;2873;3063;2847;3138;3664;4582;5219;3684
Cascavel;CE;24238;23225;25789;25244;22547;21910;30102;29780;40969;41996;48059;53505;61958;66638;71541;71386;50569
Catarina;CE;576;703;831;1090;1160;1294;1498;1517;2028;2512;2778;2868;3165;3741;4214;3991;2928
Catunda;CE;443;557;637;718;830;800;993;1047;1761;3034;2194;3324;3578;3809;3866;3215;2200
Caucaia;CE;121087;145368;177291;186573;243171;313034;417636;342737;465050;522629;664328;857998;897848;947365;819084;921209;738641
Cedro;CE;1983;2518;2893;3207;3810;3815;4771;4710;6061;6593;7840;8276;8796;12482;12426;11502;7101
Chaval;CE;592;764;960;1165;1293;1279;1496;1461;1848;2020;2247;2836;3086;3258;3554;3852;2905
Choró;CE;354;420;525;663;790;971;942;1062;1106;1469;1725;1837;1986;2369;2629;2484;2052
Chorozinho;CE;1836;1914;2235;2443;2798;2970;4025;3637;6268;5985;4549;5602;5437;6921;7245;82921;159025
Coreaú;CE;1193;1415;1736;2098;2230;2107;2673;2885;3699;3704;3738;4021;4110;5030;5292;5988;4509
Crateús;CE;10764;13508;16041;16084;19242;19538;22443;23659;29055;29013;33209;34220;35177;40118;42470;45264;35993
Crato;CE;44012;51635;51464;50144;60215;60165;72707;81186;91080;97458;105717;112945;126040;129323;133624;145492;110432
Croatá;CE;721;900;1135;1313;1405;1282;1494;1527;2284;2672;2598;2705;3179;3800;4084;4230;3165
Cruz;CE;2161;2493;3025;3170;3841;3860;4730;4791;4890;5523;7291;7645;7723;9675;11503;15414;12749
Deputado Irapuan Pinheiro;CE;373;429;562;644;789;695;837;838;1155;1238;1549;1540;1619;2440;2688;3001;2042
Ererê;CE;264;337;408;1519;506;531;640;567;877;871;984;1007;1105;1402;1618;1608;1157
Eusébio;CE;114213;96733;144291;130660;143648;176330;210756;250182;322416;360172;361979;465441;607972;585508;646128;694879;555158
Farias Brito;CE;1010;1113;1390;1590;1845;1775;2017;2109;3386;3415;3911;4092;3954;5036;5240;5598;4300
Forquilha;CE;1470;1562;2608;3443;3044;3363;3484;3902;4919;5300;5560;5446;5415;10972;12065;13851;9766
Fortaleza;CE;2128733;2347928;2698382;2840069;3532737;3765757;4488779;4774631;5497519;6213257;6960421;7371641;7666870;7747340;8008649;8464097;9431207
Fortim;CE;4529;5948;4155;2166;2203;2226;2454;2468;3045;4360;5195;5542;6048;7950;8317;8664;9909
Frecheirinha;CE;939;1078;1316;1417;1724;1698;2151;2326;3127;3855;4430;7907;14717;20418;27224;27944;26358
General Sampaio;CE;214;271;356;406;463;473;613;649;1250;1093;1182;1203;1025;1348;1581;2123;1674
Graça;CE;521;588;792;949;1157;1040;1178;1214;1689;1705;1908;1879;1931;2667;2998;3428;2865
Granja;CE;2379;2887;3651;3748;4778;4549;5735;5953;6798;7929;8669;9845;11307;13711;16120;16566;17261
Granjeiro;CE;173;218;273;334;333;488;476;450;464;541;589;605;603;775;1240;1142;981
Groaíras;CE;404;480;622;721;779;785;898;923;1694;1500;2082;2257;2477;2940;2994;3578;2944
Guaiúba;CE;1209;1299;1544;2002;2176;2410;2782;3550;6599;6804;6738;7151;7164;7756;8407;8601;9714
Guaraciaba do Norte;CE;2685;3332;4012;4495;5492;5317;6184;5989;10908;12121;13398;14308;16499;18642;21560;23780;23765
Guaramiranga;CE;651;787;588;737;934;966;1078;949;470;817;737;1458;-43;2122;2367;2922;2152
Hidrolândia;CE;1340;1522;1761;1999;2241;2119;2514;2469;2941;2782;3247;3212;3520;4216;4631;5703;4701
Horizonte;CE;72129;67991;86200;111422;148126;199300;207735;183999;216444;224233;209020;202442;220989;198722;213580;226234;244945
Ibaretama;CE;378;447;710;855;1052;907;1110;1067;1454;1812;2040;2046;2149;2692;2961;3651;4084
Ibiapina;CE;1668;2018;2414;3141;2919;3007;3323;3173;4338;4789;5388;5891;7731;8349;9236;11030;12670
Ibicuitinga;CE;398;462;710;847;979;815;1054;946;1754;1747;2193;2528;2784;3213;3358;3838;3633
Icapuí;CE;2941;4462;5065;6584;7233;5676;6040;5792;9076;7874;8467;8425;12715;16426;21173;23626;24993
Icó;CE;5716;7061;8891;9680;11554;10760;12515;12559;16857;18393;22747;25610;26907;37950;33155;33201;33873
Iguatu;CE;30037;34346;38220;38599;47171;50748;61777;69219;116356;131154;143488;149135;159676;154696;159390;170675;182368
Independência;CE;1366;1652;2102;2278;2616;2489;2963;2967;4379;4260;4808;5287;5468;6553;7611;7654;6235
Ipaporanga;CE;379;521;684;857;890;841;1007;979;1410;1345;1612;1460;1636;2155;2607;3302;2345
Ipaumirim;CE;1052;1130;1273;1466;1683;1670;1990;2102;2980;3382;3463;3973;3634;4582;5329;6117;6817
Ipu;CE;3825;4846;5627;5976;7337;6935;7930;7392;10382;11147;13020;14432;16118;20456;23656;25042;23506
Ipueiras;CE;1994;2419;3027;3423;3802;3626;4213;4110;6386;7013;7557;7410;7832;9168;9507;10966;9201
Iracema;CE;1268;1542;1880;2063;2353;2355;3021;3751;3938;3925;4647;5203;4933;5461;6016;7014;6465
Irauçuba;CE;1124;1429;1802;2185;2400;2413;2843;3049;4332;5427;7240;6557;7221;7161;8358;9069;7053
Itaiçaba;CE;747;794;1017;1572;1343;1282;1376;1343;2024;2030;2415;2560;3584;5383;4031;4230;4097
Itaitinga;CE;3958;8435;16086;11559;16125;25113;18951;17201;23949;27421;28366;34290;45338;105994;84333;101446;109684
Itapajé;CE;12860;14227;13756;14238;15563;14430;19256;20345;87290;109226;69132;100176;98746;79679;60246;36262;50731
Itapipoca;CE;27126;32734;42325;40102;47404;50443;49460;57349;72209;81185;79238;87556;116540;122882;148878;162218;164910
Itapiúna;CE;722;907;1131;1451;1478;1489;1729;1735;2465;2617;2746;3357;3668;4603;5160;5295;4721
Itarema;CE;1997;4552;4390;4613;7091;7599;7090;6855;11531;11866;13778;19246;23717;36565;34616;63437;38759
Itatira;CE;679;680;743;892;908;965;1270;1003;1620;2050;1946;2489;3097;3677;4605;5084;4488
Jaguaretama;CE;1049;1126;1463;1619;1847;1882;2029;1984;3471;3605;4291;4681;5230;7304;6989;7590;7638
Jaguaribara;CE;1437;1667;1730;1392;2129;1531;2016;1771;3269;3694;5484;5418;6331;10141;12573;12004;11478
Jaguaribe;CE;7001;7427;8066;8134;9552;11015;13639;14925;20499;24747;28925;32648;39235;49567;48464;57810;55778
Jaguaruana;CE;9861;15754;17068;20903;29031;34792;47698;55107;30878;35329;31615;31575;37154;40061;42776;40046;42277
Jardim;CE;1363;1698;2054;2248;2624;2485;2921;2840;3841;3810;5079;5246;5737;6961;7098;7646;6148
Jati;CE;358;445;550;680;741;731;793;1092;1384;2175;1729;3063;5967;9368;11562;12431;10231
Jijoca de Jericoacoara;CE;1004;1277;1756;2244;2566;2572;3093;3466;5661;6402;7574;7878;10574;13756;19525;22330;23091
Juazeiro do Norte;CE;78584;89482;98956;99011;127911;128103;149844;164158;229244;265262;318300;367277;402690;404403;438871;464537;520750
Jucás;CE;1559;1692;2107;2481;2698;2969;3404;3698;5241;6009;6776;7651;8541;10412;11904;13082;13828
Lavras da Mangabeira;CE;1556;1798;2233;2593;2818;2814;3098;3076;5372;5083;5619;6262;6400;11407;9876;10578;10627
Limoeiro do Norte;CE;12555;14757;17659;20486;22369;22372;27265;25147;32530;33610;43587;48277;53058;61852;64994;68928;76541
Madalena;CE;673;816;1119;2400;1559;1444;1724;1652;2510;2720;3190;3055;3478;4479;4874;4853;4316
Maracanaú;CE;302411;330867;341020;353762;425003;458127;553820;631574;853494;938966;1079963;1244833;1328448;1491634;1515751;1612325;1920578
Maranguape;CE;32648;40328;49559;58059;67926;81837;95879;92675;113411;117363;125831;131835;132980;144737;154337;176462;185988
Marco;CE;3354;3933;4810;5234;6019;6728;8321;8482;13651;14472;17758;18535;22151;25109;26553;34307;35688
Martinópole;CE;354;428;507;617;656;724;939;828;1144;1254;1251;1891;1585;2101;2349;2671;2544
Massapê;CE;1660;2482;2525;2685;2892;3300;4151;4095;5326;5469;6346;6381;7916;10150;11293;12044;11993
Mauriti;CE;3341;3798;4606;4997;5452;5203;6282;6270;7735;10181;11670;12746;18510;23731;21555;18642;16022
Meruoca;CE;460;596;851;1000;1032;987;1066;1132;1780;1893;1677;1821;2361;2773;3237;3594;3232
Milagres;CE;1874;2221;2649;2987;3256;3211;3891;4037;6940;7320;7699;9085;10110;11889;11313;11749;11394
Milhã;CE;649;805;1022;1317;1413;1427;1693;1580;2458;2466;3580;3722;4580;4231;4948;5568;5438
Miraíma;CE;292;343;462;555;620;697;807;817;1674;1695;1743;1608;1539;2055;2626;2818;2714
Missão Velha;CE;2470;3011;3663;4078;4784;4891;5580;5381;7678;10422;10692;10793;13516;15963;14942;21831;20099
Mombaça;CE;2706;3169;3946;4469;5127;4435;5847;5721;6681;8128;8982;10086;12338;14117;15681;15889;15233
Monsenhor Tabosa;CE;849;2481;2925;2888;3835;1713;1795;1868;2658;3925;3530;3597;3995;4488;5371;5765;5258
Morada Nova;CE;11099;12359;11919;11956;14716;18080;20671;21373;26966;32161;34679;43437;52456;56587;66949;73581;83320
Moraújo;CE;305;341;444;575;614;639;717;817;1051;1178;1397;1322;1662;2274;1969;2037;2041
Morrinhos;CE;972;1278;1550;1686;2027;2222;2531;2967;3972;3647;3859;3740;4131;5138;6729;7093;7388
Mucambo;CE;729;861;1177;1385;1489;1426;1745;1740;2213;2489;2758;2954;3115;4067;4741;4548;3523
Mulungu;CE;374;453;599;638;764;717;1027;698;48;725;1085;1589;2438;863;1069;3263;834
Nova Olinda;CE;1477;1406;1869;2017;2253;2290;2651;3045;4150;4531;5160;5396;5915;7537;7357;8760;7066
Nova Russas;CE;3439;4047;4695;5088;5815;5844;6965;7143;10348;11805;13765;16168;18859;21048;23019;23430;22387
Novo Oriente;CE;1334;1571;1964;2265;2587;2747;3620;3577;4779;4459;5494;6281;6154;7485;7441;9293;8491
Ocara;CE;2316;2330;1599;1552;1762;1971;2082;2231;3058;2836;3544;3755;4725;5675;6470;8046;7919
Orós;CE;2942;3432;3886;3907;4793;4754;5854;5591;6826;7359;8772;7474;7404;8888;9063;9505;8367
Pacajus;CE;41774;46750;48712;48542;48086;42647;50207;49894;69590;78019;85105;83376;88498;97018;106723;112212;115136
Pacatuba;CE;30536;31551;30679;40511;76933;69444;90696;82868;112901;118953;151136;155222;202562;161505;132561;132674;157200
Pacoti;CE;539;697;883;979;1204;1187;1254;1080;1068;1218;1871;1779;693;2471;2176;4433;4065
Pacujá;CE;357;463;539;609;713;683;730;784;1115;1129;1364;1297;1373;1807;1979;2303;2319
Palhano;CE;417;507;603;686;744;688;816;853;1311;1479;2379;2245;3066;3632;3022;3451;3191
Palmácia;CE;471;579;648;597;699;702;872;765;1588;1491;1675;1644;1850;2070;2186;2418;2302
Paracuru;CE;3051;3354;4425;5322;5554;6237;8712;7017;11693;12348;16123;19216;20214;24122;25872;26564;30190
Paraipaba;CE;2199;2724;3615;5463;7228;6032;6769;8441;13965;15925;16743;19797;23632;25925;27272;29107;31203
Parambu;CE;1555;1839;2152;2374;2698;2857;3983;3365;5312;5663;7127;7757;8171;8960;9277;10236;9498
Paramoti;CE;421;471;703;835;965;861;1116;1162;1422;1323;1607;1890;2135;2917;2721;3189;2415
Pedra Branca;CE;1729;2330;2968;4991;4105;4167;4972;4938;6656;7038;8616;9861;11121;12891;13459;14152;12160
Penaforte;CE;504;579;711;832;988;898;1077;1401;4940;5053;5140;5972;8359;8584;9806;9460;9590
Pentecoste;CE;2624;2823;3636;4466;5439;5381;6714;7932;12140;14391;31052;24553;17858;22413;24438;24703;28116
Pereiro;CE;1002;1177;1442;1569;1887;2031;2456;2599;3732;3751;4898;5734;6738;8133;11714;19257;20655
Pindoretama;CE;1859;2170;2578;3034;3774;3416;3758;5232;6625;8181;8636;9684;12806;15324;18387;19626;18762
Piquet Carneiro;CE;718;843;1011;1152;1281;1321;1738;1837;3089;3538;3940;4346;5275;6075;6708;6682;6392
Pires Ferreira;CE;278;353;559;701;776;758;934;861;835;781;938;839;865;1235;1566;2018;1605
Poranga;CE;489;557;714;797;1092;935;1019;936;1282;1498;1645;2120;2184;2616;3088;3303;2487
Porteiras;CE;558;727;913;1096;1156;1168;1315;1406;2022;2004;2745;2802;3377;4102;4579;4763;3813
Potengi;CE;689;812;990;1013;1241;1213;1429;1474;2103;2318;2552;2356;2682;2943;2937;3309;2688
Potiretama;CE;237;288;335;476;501;463;572;490;1024;1087;1084;1100;1163;1389;1722;2338;1813
Quiterianópolis;CE;2183;2430;3124;4215;4144;3292;2125;1816;3791;4364;6891;4721;5065;5747;5427;6715;5040
Quixadá;CE;13201;15197;18347;19022;22840;24594;31316;39796;53420;56170;66530;69069;67967;75084;78695;73028;83436
Quixelô;CE;939;995;1513;1472;1926;1492;1717;1727;2476;3279;3540;3542;3869;5256;5235;6405;5903
Quixeramobim;CE;10802;14526;14527;17641;18979;19821;21671;24057;37288;39652;52080;53573;57356;54727;67262;82155;96240
Quixeré;CE;2661;3223;4185;5150;5102;5053;6259;6139;6422;7228;31986;18582;48237;35420;29825;28731;58206
Redenção;CE;5865;5854;5337;5123;6892;4554;5172;5581;6765;7278;9070;10450;10832;12324;13939;16036;16096
Reriutaba;CE;1032;1219;2529;1729;3373;1950;2320;2377;3635;3869;4277;4426;4917;5701;6721;6816;5988
Russas;CE;24568;42828;44082;39481;49628;56904;60746;69319;84622;92924;100511;106248;114681;123616;126704;132591;127751
Saboeiro;CE;729;835;968;1107;1154;1272;1505;1563;1629;2042;2435;2752;2712;3091;3705;3982;3894
Salitre;CE;309;385;577;608;778;930;1078;1054;1859;2070;2526;2307;2885;3102;3307;3316;2933
Santana do Acaraú;CE;1352;1483;1820;2045;2369;2432;2997;3066;4857;5035;5684;5542;5518;6241;6804;8202;7615
Santana do Cariri;CE;744;764;935;1129;1201;1313;1641;1619;1990;2213;2556;2114;2680;3625;3678;4048;3445
Santa Quitéria;CE;8693;7820;7004;6268;6617;7406;9066;9496;11600;12736;15396;17631;18456;20491;22800;26578;28659
São Benedito;CE;5306;6350;6743;7458;8040;8460;10638;10703;15018;16934;36537;21104;23745;25214;27645;29664;30654
São Gonçalo do Amarante;CE;5730;8478;10442;12438;31192;41088;48741;65032;101627;120522;143544;204984;321179;398696;447577;532280;611671
São João do Jaguaribe;CE;728;852;958;1176;1180;1149;1386;1194;2007;1672;2104;1866;2033;2912;2857;3074;3061
São Luís do Curu;CE;814;1022;1372;1888;1994;1890;2188;2306;3432;3900;4694;4715;4742;5707;5889;5821;5567
Senador Pompeu;CE;2266;2919;3300;3712;4632;4466;5206;5929;9073;11417;11809;16768;18508;21062;24275;29579;26687
Senador Sá;CE;223;261;1998;1921;2727;476;596;546;880;887;1024;1033;1496;1313;1467;2436;2461
Sobral;CE;159836;179614;207050;229252;244234;238100;265758;290008;358340;387904;447068;481349;485908;518733;545721;566059;577835
Solonópole;CE;1173;1345;1753;1934;2297;2194;2532;2641;3824;3428;3407;3911;4676;6668;8201;9255;9872
Tabuleiro do Norte;CE;4183;5811;6937;7832;8447;8880;10563;10661;16459;17168;20239;21803;25213;24663;24050;29055;25105
Tamboril;CE;1138;1389;1717;1911;2390;2361;2836;2859;4450;4738;5022;5173;5405;6122;6383;7895;5900
Tarrafas;CE;334;764;836;494;1180;653;676;736;897;935;1044;1136;1044;1474;1654;2043;1633
Tauá;CE;5429;6424;8040;8743;10043;11121;12955;12917;19250;20452;27117;30615;37238;36395;37863;42847;45250
